album_id,artist_id
6f1N5L3IFE2IQmUlwkVpV6,6CmXhyslohOFRJMtPpRm4O
2mxCsik76wrd432yXJERHP,6CmXhyslohOFRJMtPpRm4O
1BvNYczzngkTTWIHtGe2d3,6CmXhyslohOFRJMtPpRm4O
72Jrw3Q3wP9Hbnd3zypR72,6CmXhyslohOFRJMtPpRm4O
7EIYuZnq2NdvNWpGhexnqL,6CmXhyslohOFRJMtPpRm4O
2LOrirayKEz9Rl72f5azbJ,6CmXhyslohOFRJMtPpRm4O
2ub4VOgCrswWWhMbvnyjeY,6CmXhyslohOFRJMtPpRm4O
7J46GczMiJHNjDhWj3vEqU,6CmXhyslohOFRJMtPpRm4O
4LfnFFx66JbKWURC7hxb0N,6CmXhyslohOFRJMtPpRm4O
7D5acgchgG90ShYltS1gk2,6CmXhyslohOFRJMtPpRm4O
2nmB6oXTUXlcwmAFXzraNR,6CmXhyslohOFRJMtPpRm4O
0yVBYSlNkpWuqB9TheUQEm,6CmXhyslohOFRJMtPpRm4O
1DeIsVBeqwBS9g1WkP0tQA,6CmXhyslohOFRJMtPpRm4O
52NzZHJ4nUWF062GER6otK,6CmXhyslohOFRJMtPpRm4O
52NzZHJ4nUWF062GER6otK,3rsw1IvOxlPLMyyqREKKmy
15Ggz82hFFIJwDgvRHGk17,6CmXhyslohOFRJMtPpRm4O
15Ggz82hFFIJwDgvRHGk17,3rsw1IvOxlPLMyyqREKKmy
5z6BFXI711HbSAXDjgOAHE,2Sqr0DXoaYABbjBo9HaMkM
5z6BFXI711HbSAXDjgOAHE,4TbtUt49IMXEIMmNdifHb1
5z6BFXI711HbSAXDjgOAHE,080apEI56n6y4wL1epxCDo
1D8kRZizbtcWJWQ1LSygvE,2Sqr0DXoaYABbjBo9HaMkM
52fzvqGSm991mT6pBgAS6g,2Sqr0DXoaYABbjBo9HaMkM
10xzW5XNPaJoCBKAIdjZYb,2Sqr0DXoaYABbjBo9HaMkM
5x2sDapUIdq0qk1ezff3gm,2Sqr0DXoaYABbjBo9HaMkM
1s6codM2ZAB008t9GTyaEk,2Sqr0DXoaYABbjBo9HaMkM
0SwzCCHxBlXXXLPpqkjXaK,2Sqr0DXoaYABbjBo9HaMkM
4HnmEIDtiegXuU4fzzhTy9,2Sqr0DXoaYABbjBo9HaMkM
7L4ZgnQqEhCEsV9GnMeXtE,2Sqr0DXoaYABbjBo9HaMkM
7lpbyGc4fHsQkBTsfWVBhp,2Sqr0DXoaYABbjBo9HaMkM
627ukPRwYxyBREHxBq0vGJ,2Sqr0DXoaYABbjBo9HaMkM
64QcWKPhmceNB4ULPq1l1o,2Sqr0DXoaYABbjBo9HaMkM
2Z9WUERfMjOgQ6ze9TcGbF,2Sqr0DXoaYABbjBo9HaMkM
6I6LWiUlVb6UWYLN7KNU9W,2Sqr0DXoaYABbjBo9HaMkM
4fHHuBJW6lSKh9UU08jCx9,0dIGBGRHRiNzdTpZofcJ3Z
6tr035lP1c0CIBmoUY68ek,0dIGBGRHRiNzdTpZofcJ3Z
6aEckfxuj6Xr4XjKWB6ej2,0dIGBGRHRiNzdTpZofcJ3Z
2Fs0deHz21mXiZH4ugFJbx,0dIGBGRHRiNzdTpZofcJ3Z
6VbEweyMwzf9v97bTT4Zfa,0dIGBGRHRiNzdTpZofcJ3Z
1tJIzqIT84bfr1hIEVUvkw,0dIGBGRHRiNzdTpZofcJ3Z
6kdBnPJnlaWSKkl9t9ws3T,0dIGBGRHRiNzdTpZofcJ3Z
63aiYvsCwNYi3dJJxmG6H2,0dIGBGRHRiNzdTpZofcJ3Z
2ELFnnbz046Rkzf2HnajTX,0dIGBGRHRiNzdTpZofcJ3Z
2I4SaLqhVu7luvEmyDANCN,0dIGBGRHRiNzdTpZofcJ3Z
2jpQkVYYcHnswTD9yTOKSo,39x8gyJjTHiBQklFgVJSV4
0V1xU2HGBzh9hBH3HNOJTe,39x8gyJjTHiBQklFgVJSV4
0V1xU2HGBzh9hBH3HNOJTe,5ASPAbPIOD1NkMlhmf4eCD
0vfmDO6Clr4oN9dNAK1vMa,39x8gyJjTHiBQklFgVJSV4
0vfmDO6Clr4oN9dNAK1vMa,5ASPAbPIOD1NkMlhmf4eCD
04lNjSPeaO6gRkLjMCeXlJ,39x8gyJjTHiBQklFgVJSV4
1lwwEwzTkSU2SfjZnS2mEC,39x8gyJjTHiBQklFgVJSV4
0i4ST4muz5aodRYDEk03Qw,39x8gyJjTHiBQklFgVJSV4
0i4ST4muz5aodRYDEk03Qw,5ASPAbPIOD1NkMlhmf4eCD
406gAsjpmr2nsKbXdC3aIE,39x8gyJjTHiBQklFgVJSV4
3F0GjMW419NaFC89RMJ5uR,39x8gyJjTHiBQklFgVJSV4
4tglrlXfmZBbRJQXOPrQ1S,39x8gyJjTHiBQklFgVJSV4
4tglrlXfmZBbRJQXOPrQ1S,5ASPAbPIOD1NkMlhmf4eCD
46PSjIPGLtkFtvL7LtqP0k,39x8gyJjTHiBQklFgVJSV4
48TH8k2ONab9450cSxMr4V,39x8gyJjTHiBQklFgVJSV4
3tSDS0WRde9h4B5EkJE65S,39x8gyJjTHiBQklFgVJSV4
4iriz8WPLwIU7dc3afn6kd,39x8gyJjTHiBQklFgVJSV4
4Oz26gDe9j4idBz4Z7CPPN,39x8gyJjTHiBQklFgVJSV4
2pHlCJNp5Tc2M1D0LwwjSc,39x8gyJjTHiBQklFgVJSV4
5XEF3r3rrj8lxoEWKSBnke,39x8gyJjTHiBQklFgVJSV4
0Hy8p2L5GamiL1ZVVOlh3D,39x8gyJjTHiBQklFgVJSV4
5e3U4W5w3QMd3KOgIniTS8,5nHR37FDSU4I0QQta0AZ1C
6is2kRckWDus5XnwFgYX90,5nHR37FDSU4I0QQta0AZ1C
5LNuGPpPhIlLv3EDJflX9j,5nHR37FDSU4I0QQta0AZ1C
1MtvliJXWQ681GuCJcBcyK,5nHR37FDSU4I0QQta0AZ1C
6jqkLPaKVUtk3BNK2TTSNW,5nHR37FDSU4I0QQta0AZ1C
0MA0WBfE6KCXAE6yNSsk3U,4igDSX1kgfWbVTDCywcBGm
6UYt5h0ehwmXFktFsxsdhb,4igDSX1kgfWbVTDCywcBGm
0OYDNY8cxGE8C9xNNOnlU6,4igDSX1kgfWbVTDCywcBGm
5kV8HmG6YibcRcXpiF6tzi,4igDSX1kgfWbVTDCywcBGm
4kBQc7EkPlTUi6bIo8HfhI,4igDSX1kgfWbVTDCywcBGm
5p0GFMS6qjdeC9ZCa95TVP,4igDSX1kgfWbVTDCywcBGm
7ijL8KF5a1FTAmXU8X33Y3,4igDSX1kgfWbVTDCywcBGm
0MouMkpQROpiKLSyCpw3Xc,4igDSX1kgfWbVTDCywcBGm
4NVnwX1oas9B9zHSX8xwfD,4igDSX1kgfWbVTDCywcBGm
2y2pzedHjln9MbTHCq99qP,4igDSX1kgfWbVTDCywcBGm
2YNgQCezYCusW2z5xcf1rX,3oOlOS93V6ex5t5lrvZ7s7
1s2pki7lATUaBOL76E3vCV,5AkGBabcZI5o5pg5a5unXK
70MssnYTTSvL88RKLd2RlB,5AkGBabcZI5o5pg5a5unXK
1s2pki7lATUaBOL76E3vCV,5JvV6RyZ3OAAKYFr1MC7uW
1s2pki7lATUaBOL76E3vCV,4g93KOaUY7LNi9p13Do7Zk
1s2pki7lATUaBOL76E3vCV,04npA91CxIHbYiMUDSJwYl
1s2pki7lATUaBOL76E3vCV,0KDSs2sUII429KDdUZAdPT
1s2pki7lATUaBOL76E3vCV,4r0WhfGMzek67QH2LIc881
1s2pki7lATUaBOL76E3vCV,1iuiUKLjZ9ESrqlBqSULrp
1s2pki7lATUaBOL76E3vCV,72Cx27czgU64rpZBIRE2dU
