track_id,album_id
3mEErzqUg8exSpHrSPYxgk,1yN7lmtDbJYWkblSBLoAXA
3HqfbuwqUIrnI8u9PGQ3os,1yN7lmtDbJYWkblSBLoAXA
3YEP82U6YK6ZDZlvaZjINZ,1yN7lmtDbJYWkblSBLoAXA
4MW6iAySicumcMCbScZPCG,0swM8EuQkgYV2knrZ8rFl2
3qBaCCsAJGkSJc8XBui6Mp,0swM8EuQkgYV2knrZ8rFl2
2MMRWb4gn8mwpK5RLlPtl5,0swM8EuQkgYV2knrZ8rFl2
4OI0mQIFAvlHFm2PPSOG0R,0swM8EuQkgYV2knrZ8rFl2
7MxhtoiYMmro4VyBzUFm0P,0swM8EuQkgYV2knrZ8rFl2
2pcjTYxIwNWiwMiOB3nnal,0swM8EuQkgYV2knrZ8rFl2
01pgHbtziFmLnaIdTbz3FK,0swM8EuQkgYV2knrZ8rFl2
5N2WULg6bU9oDNJHVwvZS1,0swM8EuQkgYV2knrZ8rFl2
0RTtWFIcKYOlT9Ad7bm1kR,0swM8EuQkgYV2knrZ8rFl2
3ufmwOhsjryZnCIAc0ZEjC,0swM8EuQkgYV2knrZ8rFl2
6uhqrrrgiOrWL2jNoc2KV3,0swM8EuQkgYV2knrZ8rFl2
7CiEBRYU9Yv6MD1TPZQpWj,0swM8EuQkgYV2knrZ8rFl2
0aLyoQPRJHalvYfVLFtROy,1zm48jOTwtPLx6sCMSTOg3
5c0yM5iIIrI3IangI6drQZ,1zm48jOTwtPLx6sCMSTOg3
7zb8QNx4Tzja65bGZqOAVp,1zm48jOTwtPLx6sCMSTOg3
4uq7C1yWmpS8YQCdaT1wPI,1zm48jOTwtPLx6sCMSTOg3
2K1LvnIwuXUIKwjpnlyzAr,1zm48jOTwtPLx6sCMSTOg3
26wWEZPc49BiOguVMoAyI3,1zm48jOTwtPLx6sCMSTOg3
4pTuGWfwi1bQUOu34n9T78,1zm48jOTwtPLx6sCMSTOg3
23Sf7b5TOOLkDJaiQzIVhu,1zm48jOTwtPLx6sCMSTOg3
2manNn3OpabA5Ir63Bcwi1,1zm48jOTwtPLx6sCMSTOg3
336vCZnZJhoXHj8Qw4tMLZ,1zm48jOTwtPLx6sCMSTOg3
57YYyXBgzhkkIg7sfXe4cT,1zm48jOTwtPLx6sCMSTOg3
2zhH4s3k8koCYRdknuYdPV,1zm48jOTwtPLx6sCMSTOg3
0g67dXltVisZtVSlShbbrg,1zm48jOTwtPLx6sCMSTOg3
4TUV0iZSSaukBXOyQK8cno,1zm48jOTwtPLx6sCMSTOg3
5PI7xsrC3Jya6I861EIoRW,1zm48jOTwtPLx6sCMSTOg3
1rBknqZadbGqBgfe9QQrUv,1zm48jOTwtPLx6sCMSTOg3
1hVFJYGG0f81LRxqKyJssT,4JLRwvuD8BkYldvvPDJELW
3X7lLRlTXL9u4flu5D7bTo,4JLRwvuD8BkYldvvPDJELW
36tgkinADDs5k9vjygXR9k,4JLRwvuD8BkYldvvPDJELW
4Z9RrdTNfFBhHOtdDSf1Nm,4JLRwvuD8BkYldvvPDJELW
3jH92uUHDEPQfjfQKYErj1,4JLRwvuD8BkYldvvPDJELW
0man2fi5YqmLzEIzc1zzUK,4JLRwvuD8BkYldvvPDJELW
6jVfR41eB6iCp2MnGgxDex,4JLRwvuD8BkYldvvPDJELW
3IdJQNgSGRR9RSuyU8elU6,4JLRwvuD8BkYldvvPDJELW
6687oL9h4f22w8mX1XBrF8,4JLRwvuD8BkYldvvPDJELW
25dc7wKgV1HyHIKG3frcme,4JLRwvuD8BkYldvvPDJELW
1lYaDA4d43jJ6cllLiAI3t,4JLRwvuD8BkYldvvPDJELW
2xADcO9PNYl9nZSiLVeAea,4JLRwvuD8BkYldvvPDJELW
6KwJvvGEAAGZqI3QyOdAJc,4JLRwvuD8BkYldvvPDJELW
0hDtUCLrRjaLlUTW3jL2BM,4JLRwvuD8BkYldvvPDJELW
3CqUvq23J0XH8SrlMJg5rB,4JLRwvuD8BkYldvvPDJELW
